59,123,347,368,0,0
868,941,87,103,1,0
857,953,113,128,2,0
855,946,137,153,3,0
849,952,162,178,4,0
854,944,188,204,5,0
874,920,233,249,6,0
873,919,255,274,7,0
873,919,281,300,8,0
876,920,305,324,9,0
874,920,331,349,10,0
870,919,355,373,11,0
875,921,380,399,12,0
876,919,407,424,13,0
872,920,430,449,14,0
876,920,457,474,15,0
872,919,480,498,16,0
877,919,505,524,17,0
872,919,530,549,18,0
874,921,558,575,19,0
876,920,580,600,20,0
